LShoulderPitch,LShoulderRoll
0.20951619099297128,1.1294326176146865
0.13942381160750086,1.1124073197822133
-0.02720219013808547,1.0836785928683355
-0.21139236705461928,1.061506933609536
-0.38321013656522257,1.1206019206004996
-0.5213692309139417,1.0639401936643123
-0.5683592972529651,1.0675193686148292
-0.579676186106633,1.0868948488865207
-0.6716569269220893,1.1681709707132102
-0.8061639249576537,1.3265
-0.8741705083249645,1.3265
-0.9326041504901602,1.3265
-1.0512629449053343,1.3265
-1.0808235474331824,1.3265
-1.096042806076479,1.3265
-1.1041456550613784,1.3265
-1.117427396191408,1.3265
-1.155880303517067,1.3265
-1.15385735197947,1.3265
-1.1428186051164202,1.3265
-1.0715433762014166,1.3265
-1.038301785013077,1.3265
-0.9877944392792349,1.3265
-0.9232964571199367,1.3265
-0.8949340892026755,1.3265
-0.8764082865498507,1.3265
-0.878026117148028,1.3265
-0.86122162901003,1.3265
-0.8270161933605712,1.3265
-0.8165209177021736,1.3265
-0.8240574933506087,1.3265
-0.8400742391101955,1.3265
-0.8651463595742743,1.3265
-0.8896901488108765,1.3265
-0.9292462498070626,1.3265
-0.9494288640149293,1.3265
-0.9757074899037012,1.3265
-0.9938396167226922,1.3265
-1.0091416368500923,1.3265
-1.0246260324414649,1.3265
-1.0274666228920357,1.3265
-1.0131621096143413,1.3265
-1.0019489871962672,1.3265
-0.98927484330506,1.3265
-0.9629221535577798,1.3265
-0.9382051246487718,1.3265
-0.9252295929682584,1.3265
-0.9098318760823086,1.3265
-0.8965133514177547,1.3265
-0.8965965684629714,1.3265
-0.9033120641065389,1.3265
-0.9076905347062435,1.3265
-0.9081346116498229,1.3265
-0.908265985094026,1.3265
-0.9062425499571891,1.3265
-0.9039928604678379,1.3265
-0.9012659594558192,1.3265
-0.9012533568701367,1.3265
-0.9049934230109761,1.3265
-0.9049835780456905,1.3265
-0.8881609729780663,1.3265
-0.8747284470343973,1.3265
-0.866592667961102,1.3265
-0.8500961413177487,1.3265
-0.837108636125711,1.3265
-0.8327826057877078,1.3265
-0.8260343446413154,1.3265
-0.8144429145175357,1.3265
-0.8023835544942757,1.3265
-0.803122561673863,1.3265
-0.8052481996998841,1.3265
-0.8054785128033011,1.3265
-0.808049423466746,1.3265
-0.8139705883216886,1.3265
-0.8201866865826163,1.3265
-0.8468234498242461,1.3265
-0.8757865630888678,1.3265
-0.9105787382425283,1.3265
-0.937080311071276,1.3265
-0.9425226393159812,1.3265
-0.9532695816791026,1.3265
-0.9350985748283315,1.3265
-0.865151254383058,1.3265
-0.7948081980274629,1.3265
-0.7582612540916502,1.3265
-0.7303432577169563,1.3265
-0.7351860704692224,1.3265
-0.7587758540665379,1.3265
-0.802126347023391,1.3265
-0.8301794173116986,1.3265
-0.8459840677719013,1.3265
-0.8580692237044176,1.3265
-0.7835664552561152,1.3265
-0.679268452429047,1.3265
-0.6289274951648263,1.3265
-0.63071341706197,1.3255331582019698
-0.6636460223459485,1.2429220323540218
-0.7370188158617321,1.3041154002845197
-0.8045648625694648,1.3265
-0.8425637558652065,1.3265
-0.9130701869225313,1.3265
-0.9244599459644995,1.3088042660199137
-0.9162033940578578,1.1876164886403293
-0.9305455252310443,1.188669759123405
-0.8669864697297411,1.059786392881835
-0.9183231805643515,1.016941553775321
-0.9273133482705945,0.9293769878650323
-0.8900427360371276,0.8406573599599354
-0.9191441887603141,0.54507450153195
-0.942606283237831,0.2454757397587204
-0.9048325353830418,-0.18403610495441303
-0.8437216476773189,-0.18921423149222427
-0.6399210011441405,-0.3142
-0.6778004588278824,-0.3142
-0.6607133926394982,-0.3142
-0.6555558813775911,-0.3142
-0.5678646066711325,-0.3142
-0.4952803693183339,-0.3142
-0.28851708073972143,-0.3142
-0.20764792749513952,-0.3142
-0.18779699746211914,-0.3142
-0.2153019656055401,-0.3142
-0.19903147060529072,-0.3142
-0.22681271537172298,-0.3142
-0.2559265079595561,-0.3142
-0.3375264224590874,-0.2792728052994944
-0.7481534888474902,0.2710273742513418
-0.8672512070854796,0.8742729771242003
-0.8083891875431237,0.9386653162200397
-0.8608657121597373,0.9067645187856237
-1.0244859421885173,0.6940048086693129
-0.9239351434205012,0.5244024736998125
-0.5874816465700409,0.41459229821853727
0.12606498077325354,0.24011188135938677
0.6406247829383493,0.26551289181027404
1.2577256940479329,0.4481632958020354
1.3373167375507886,0.8505730044147376
1.307946597645425,1.0916449001478155
1.2314750012845606,1.20368198650135
1.0046488237458495,1.3265
0.8068439865310334,1.3265
0.03797895471582205,1.3265
-0.47834685016700146,1.186137565506
-0.7459362420846052,1.1381479732583002
-0.8159620603840818,1.1340217559635217
-1.0135944648277404,1.305174115286816
-1.0426283245381305,1.3265
-1.0013798301385337,1.3265
-0.9005917278813083,1.3265
-0.8488359455825439,1.2386775326555455
-0.720879238535126,1.2808457381310774
-0.5625540062882831,1.2332562687784643
-0.26620442337670297,1.3089727726449913
-0.31379062229092197,1.320591231348197
-0.7933779512260405,1.308211801934729
-0.8247161198446082,1.3265
-0.852506091110518,1.3265
-0.9292386589049929,1.3265
-1.0232683677792536,1.3265
-1.0735132515836054,1.3265
-1.048654440520167,1.3265
-0.9517172547644512,1.3265
-0.7475915555276669,1.3265
-0.4615509077366163,1.2138423480487723
-0.18942812395101677,1.2541038182919255
-0.1092805541356622,1.3265
-0.1611274245965403,1.3265
-0.2244282389012447,1.3265
-0.34012962994794005,1.3265
-0.47733799986332043,1.3265
-0.7205295567493701,1.3265
-0.9666601377765258,1.3265
-1.0236232284815232,1.3048967347606193
-0.8618533438406872,0.8114697521945405
-0.9369154659314683,1.034507666445668
-0.9502669338487064,1.2017832251984173
-0.7191757151704466,0.9942222293052698
-0.1343169331733071,0.9345241323523475
0.3763806536474909,0.5063889939032429
0.6400899621503754,0.3322223389102519
0.4522174542893051,0.30306161756030137
0.40538831792074154,0.34573872306409825
-0.17254115680297694,0.5174098150525259
-0.6699150358588516,0.662322851571208
-0.8806203210113401,0.702396246792397
-1.0169672286312412,0.6820366679369
-0.9295728638971485,0.6406944275617029
-0.8449156052383114,0.593237868628301
-0.6394124319232699,0.6115756658240034
-0.47566630941075705,0.8395214257969602
-0.11385572904792071,1.2743310700282988
0.06942523591298086,1.3265
0.09758451012996301,1.3265
0.028975711999689475,1.3265
-0.14440036377863755,1.319521527552833
-0.17171530444518446,1.2939321973946463
-0.1987139339236622,1.2469264752501699
-0.31105415498657374,1.2600067909461052
-0.681720022074478,1.2073550462133
-0.8755208806547906,1.1485418680387685
-1.0752482141393638,0.9477656530053037
-1.0803776238145204,0.8889095938187792
-1.0723840203722819,0.8842763406075552
-1.1482369431002042,0.5083688889924625
-1.0697109274832841,0.08218867744944713
-0.9426327081671207,-0.0938491719894603
-0.6798339475978729,-0.3142
-0.6137802684923714,-0.3142
-0.6497565391419929,-0.3142
-0.6980562853936518,-0.3142
-0.8270077314108576,-0.3142
-1.0927681000788156,0.7161134723375095
-0.737011904409267,1.2187456905949237
-0.6099907369819854,1.146166315736036
-0.6014894460064636,1.1947808422010207
-0.6032633905162046,1.219363146313901
-0.5952304261380813,1.0625212082698487
-0.6080962559833278,1.1530824082117002
-0.7406552099241275,1.3214898197658613
-1.0357844598468675,0.9350817404881976
-1.2354353747641624,0.1453103960366826
-1.1225747155578012,0.13010868937726183
-1.0158502832938248,0.261708628091488
-0.8178829714272848,0.6073367002828397
-0.6772114687296493,0.9896338942819776
-0.554423043584605,1.2095693878529385
-0.512816435985018,1.3068394887110042
-0.53394857503736,1.3265
-0.43320114656252023,1.3265
-0.42155586541949747,1.3265
-0.475312740077238,1.3265
-0.530035761679501,1.1772366937990049
-0.546701123256522,0.8446143493800201
-0.6498346046331807,0.7101175754897846
-0.7116452173177259,0.49238447440877664
-0.7321449558947639,0.3882539847737263
-0.6502445827447383,0.31867611382119976
-0.5127965943136935,0.37908918845945494
-0.30201424832035295,0.6522242021247363
-0.12163570600945392,0.9511192071344607
-0.05978573044892248,1.100131047763477
0.012399067494474194,1.1395583429879306
0.06448913894059793,1.1594602594346535
0.03990225101961282,1.1220501988972928
0.013182910781216245,1.0509351098022193
-0.009147746851589882,1.1943711302240674
-0.03935471184600882,1.2313529554437599
-0.22727883074398658,1.3265
-0.3950723007574674,1.3265
-0.5985263896424122,1.2491457353557407
-0.5366892390983383,1.3265
-0.3319354235894398,1.3265
-0.0444133026634343,1.3265
0.038680283325950734,1.3265
0.04241485654139718,1.3265
0.05775304271307937,1.3265
0.04455162175843018,1.3265
0.00771133268005812,1.152889841356333
0.2244626553251755,1.3265
0.14910582320677507,1.3265
0.15798434442674408,1.3265
-0.18467988667315427,1.3265
-0.5384490918543711,1.3265
-0.655568365630485,1.2631611029476704
-0.6433757140960006,1.2886996779097137
-0.616838376297638,1.3265
-0.6022718764223653,1.3265
-0.6631799438890082,1.3265
-0.7129220016479706,1.3265
-0.7923491152101289,1.3265
-0.8358068474774497,1.3265
-0.861568693364966,1.3265
-0.9482352748573132,1.3265
-1.054360542492561,1.3265
-1.1129469454855911,1.3265
-1.099779154792224,1.3265
-1.0924782215875415,1.3265
-1.044341677506272,1.3265
-1.0117053618276497,1.3265
-1.0035241891041315,1.3265
-1.010333253171776,1.3265
-1.018797545769211,1.3265
-1.0648476026212979,1.3265
-1.1123015492296477,1.3265
-1.1333183210296294,1.3265
-1.0499489650046783,1.3265
-0.9190596888351553,1.3265
-0.8530012963336226,1.3265
-0.7968265513946028,1.3265
-0.7562272459783365,1.3265
-0.7641884865726398,1.3265
-0.7929302318087617,1.3265
-0.8122180097411257,1.3265
-0.7794924704324837,1.3018413576818793
-0.8662518926595396,1.1358214709431502
-0.8879156878215874,1.1409282131317342
-0.874334186356944,1.0757222694862163
-0.42920221809944487,0.6767114777851532
0.5175336920822313,0.41738633175752704
1.0668994555824929,0.3441589706711099
1.127352985357293,0.3204232537497982
1.1852779113420842,0.4662676267596717
1.251607673967611,0.5206511388090158
1.1198805850240434,0.475911125228208
0.7562008571571935,0.3182640911549699
-0.08838712701821239,0.4608012394596839
-0.5246337745402517,0.8131009981614412
-0.8491862231091748,0.9744513855477759
-0.8481631194031957,1.261177726470997
-0.9207542028805159,1.175497577145934
-0.9848433218584419,1.1859611332713613
-1.0253172006398505,1.1833231917709979
-1.1174483009791185,1.2120122956709245
-0.6968587816099321,0.5149089800600386
-0.1839407395847799,0.3852181367834415
0.946381365900091,0.533759257923454
1.0759962653359971,0.9322134403053138
1.1013296053916588,1.3265
0.9685231507435745,1.3265
0.9009359467770599,1.3265
0.8382826273817859,1.3265
0.8675209058507058,1.3265
-1.4982365641599174,1.3265
-1.393000879825358,1.3153238942089769
-1.2882233227003348,1.3265
-0.7522757909128528,1.1592707106510818
-0.43485972213485646,0.8618939144653468
0.46101224320247597,0.9005860886762145
-0.7100473105088687,1.3265
-0.5624672880066445,1.3265
-0.6815265666311389,1.3265
-0.6334497955782274,1.3265
-0.5555207986613826,1.2836513928959852
-0.5015649808545721,1.3265
-0.6307294197930967,1.3265
-0.6278337639461732,1.3265
-0.6745216983199215,1.3265
-0.7378911165409142,1.3265
-0.7763984262120147,1.1048850702105297
-0.8422315074772686,1.0703522315647103
-0.7379022073745206,0.7433823443145606
-0.16244468182389518,0.352603449458593
0.2936559552079201,0.3889841347060765
0.5233125202263146,0.5066463291473895
0.7864670052144949,0.9700386338437016
0.7274806571461129,1.0215964324986717
0.6787819214776061,1.2429240605828342
0.6485297642041253,1.3265
0.6381269801052154,1.3265
0.6109461334962129,1.3265
0.6032857888365157,1.3265
0.5534584968845524,1.3265
0.5505357724193769,1.3265
0.5468803402313397,1.3265
0.4303446675792545,1.3265
0.4260846460709944,1.3265
0.3948153772107415,1.3265
0.417964398232047,1.3265
0.4141821103353318,1.256785844094178
0.4449572424498934,1.1849130606377947
0.45247731602545277,1.1505412991711896
0.44498283582559683,1.2208274808461022
0.4166283766873289,1.174784218712228
0.4099478733094486,1.2228144023537328
0.4356464904296254,1.3064702585883046
0.42953509947986873,1.281620166936692
0.4160688265593288,1.2652753122375953
0.3193185637679707,1.2799870802302236
0.30709945256874543,1.2775080648092594
0.250063817627449,1.3265
0.24539046705246448,1.3265
0.19748623729381795,1.3265
0.1909434117998111,1.3265
0.13266936648329142,1.3265
0.052075645530198215,1.3265
-0.22023019587540407,1.253056384442956
-0.12835484859890114,1.3213635399641384
-0.03456505412177499,1.3265
-0.0034220511629292657,1.3265
0.2215267734069794,1.3265
0.3085512892602235,1.3265
0.3652766740319535,1.3265
0.4591326573829161,1.3265
0.48298843138736625,1.3221346158841445
0.5206124775652077,1.278566456786665
0.49629695076439556,1.277308824994513
0.4667869375111357,1.2648591423973716
0.42493218714360226,1.2664833897793413
0.3929735866120664,1.2547510311140657
0.3503487161597301,1.2344460338392023
0.34141346165778563,1.2456081467545124
0.35823135331507977,1.2846465172397035
0.44850393839049474,1.3006680268802486
0.5113605961314138,1.2143673254927942
0.5450397127935728,1.180762200504662
0.563159206683029,1.1314559861393774
0.5856874899976052,1.1211693350574679
0.5964943816742568,1.1164244969379005
0.6074217103133549,1.1201571673609374
0.6076042442911864,1.1247184067093372
0.6134114789074272,1.123594654976863
0.6206819782337382,1.1376228031721405
0.6358935545072556,1.1497119964419082
0.6354094376113777,1.1402107722938597
0.6286915914091272,1.1546217284842126
0.6406211108632277,1.1448699887070037
0.6574100985321666,1.2029447319815507
0.660054531249148,1.2210032041704375
0.6225506486310043,1.2111310075646204
0.642963910949305,1.3190757085730709
0.6815494025317039,1.2189378961588289
0.7355863204951427,1.2112821968758283
0.684351014539805,1.1532975727930002
0.5736426684025804,1.0548096835380436
0.5779772133058435,1.075800622242794
0.5494497525741576,1.0773924827853878
0.5383359966746399,1.1224792092433233
0.548152652340393,1.1927929952050933
0.5332280000961432,1.1996454979502937
0.5057807205614752,1.1618802425251475
0.5117277891072965,1.184247249740027
0.42764524436343526,1.2214751205685106
0.20690104076196963,1.1450230477468264
-0.15743585422837358,1.0743127501852647
-0.365361729225847,1.066355366575733
-0.7684452665154892,1.1991407997907162
-0.9629753708950605,1.1096283602404329
-1.0351879042906695,0.9844636319680102
-1.0318687357201541,1.0496525915119954
-1.0135076423349338,0.9370594405749006
-0.9603264851091414,1.1704888394430764
-0.6750084870221602,1.3265
-0.2709334626129502,1.3265
0.10605315407347786,1.3265
0.4591629069235443,1.3265
0.5824946941718796,1.3265
0.6752985230402129,1.3265
0.6901934488083933,1.3265
0.6937940322073688,1.3265
0.5214856080604716,1.3022827900645786
0.13554483799784547,1.1801997781691573
-0.39146648297557124,1.155522575776586
-0.6327863586179943,1.058151752695067
-0.7761705894824584,0.7867265072376638
-0.8378445185565538,0.4007677932200884
-0.769845683238595,0.2681331802188722
-0.6931184163595069,0.156737209822865
-0.36764855404988,0.25268908240678933
-0.2016173422569808,0.2761741795564956
0.40292731349118627,0.29944360173973816
0.7936506745556491,0.40182144084777005
0.8707809733942266,0.17497882743131865
0.8297332219988476,-0.0880947361253066
0.6681188175840864,-0.2195082159091164
0.519654618570505,-0.19167953461693887
0.39968355908486974,-0.04399204645270971
0.36039221273740946,-0.06582385433107008
-1.2962780522466397,1.3265
0.32670056542729153,0.23271862224635265
1.1547808562479247,0.5862277994126072
1.1316730308207787,0.9701439944153901
0.9398132455262446,1.16317679147638
0.8226051912812271,1.2723446266412757
0.7004397009611781,1.3252130991693472
0.6214246203632766,1.3265
0.5460827996190938,1.3265
0.4917236628745956,1.3265
0.44859382993944147,1.3265
0.4461712634326961,1.3265
0.39323450824133277,1.3265
0.28247471415766884,1.3265
0.2341633481788652,1.2354284480919442
0.21505109770723632,1.2096338579347075
0.24206373636592646,1.3265
0.17852309933896787,1.3265
0.18901580287565678,1.3265
0.2649490723470168,1.3265
0.35950467840031963,1.3265
0.35498066005812057,1.3265
0.4314678864190267,1.3265
0.4197502516425858,1.3265
0.43489583150560485,1.3265
0.2694891416263202,1.3265
0.06499081996554838,1.3265
0.09659299598906859,1.3265
0.05917300648973728,1.3265
0.10991427000011816,1.3265
0.16744330049627995,1.3265
0.212887187468528,1.3265
0.3870729844923788,1.3265
0.4190922452961108,1.2161216264349732
0.5859939988768874,1.3265
0.5674274236203867,1.3265
0.5551652169451168,1.3265
0.6195331275425788,1.3265
0.5400751456663405,1.1157636310401118
0.4336530782018492,1.312009060766913
0.057657768769712334,1.049740396138986
-0.5391785353507018,0.5388949040183977
-0.7896595329549683,0.19781832848841385
-0.7518406446160824,-0.09490090487176106
-0.9254016808592096,-0.016911276541541342
-0.9387306856951046,-0.00593024961130606
-1.0000197595562224,0.2423943399389641
-1.0186456368932075,0.28991215347374744
-0.9245505690431927,0.18172069377125366
-0.9073932272076938,0.30211568330060423
-0.963008708353615,0.2975848576982212
-0.7139734993566852,0.6280424210393085
-0.5281165096887308,0.9482557629068702
-0.3618543478046521,1.0382928057042207
-0.20290070907727997,0.9412726299065168
-0.1951312333254899,0.9585376030872426
-0.13313804441639407,0.9844384364916844
-0.1338664648044634,1.240923378054752
-0.11657080712757933,1.0401166253579806
-0.19112624675178805,0.9417198247084159
-0.4386738861263073,0.9481942662113406
-0.5489269220193943,1.0445262919776699
-0.8206495361396955,0.9726125630128214
-1.192985899914086,1.3265
-1.2241838392955635,1.280504770914823
-1.1919917105585323,1.3265
-1.2193162074488788,1.3265
-1.1445024669689368,1.3265
-1.1619016847948638,1.1659761970758893
-0.8880649199884589,0.36825277794052513
-0.6528874778516662,0.48578071066337425
-0.7552020903264178,0.7799177885169187
-0.7697077730535958,0.8915222187052869
-0.7147521841749972,0.9397251691419862
-0.6602851754601728,0.9263400472229063
-0.6165710146844695,0.8494929376858668
-0.4283444183643346,0.6569347483685201
-0.2686039589933667,0.6730051613006812
-0.1861423460863072,0.7574397436504637
-0.15460518397889178,0.8073570059141362
-0.11863952089888127,0.8120056084437713
-0.040397370778405814,0.8153176659574553
0.027739412348789547,0.7534185295409136
0.060658617419169766,0.7475228621081792
-0.008654414895936477,0.7750984802017576
-0.03883108833182534,0.7605251413950295
-0.3846527315534629,0.8469719118515913
-0.5425185551289664,0.6981354349184428
-0.8122547686213806,0.8376784623361839
-0.8874702386783733,0.8260485864799063
-0.9662742332592489,0.8046852177032339
-0.9319871609068202,0.8723687810772571
-0.9106220775566789,0.9080355830958777
-0.8286223342305282,1.0471249390078343
-0.7164522792336336,1.1304250291004987
-0.7150808371438285,1.1283808058890932
-0.6660517959522585,1.1614377387758803
-0.5562892522361906,1.2103457959975295
-0.34887674595866536,1.2830921353655902
-0.35028205741318347,1.3140786972138705
-0.4040239104673823,1.3265
-0.5049130374876479,1.2881407479931832
-0.6529629333119922,1.1807891891576587
-0.9149357178605642,0.701162823568192
-0.8110617553523813,0.11238485794344322
-0.43861958771501,0.06362684995151513
0.054103017996049385,-0.23660686771907358
0.3398746365303449,-0.23999845008168497
0.9089221171990948,0.10289186165407926
1.008189580471349,0.17218227693215948
1.1313531093796763,0.02288772509214443
1.1702051141613035,-0.03731142597839443
1.253728806571711,-0.2757548274429371
1.2511543935299356,-0.3142
1.3099654940063352,-0.3142
1.3465491885617298,-0.3142
1.419612692838831,-0.3142
1.425623545112382,-0.3142
1.4269334920146448,-0.11482105118114827
1.398410296630044,0.13445995978330805
1.4161608150681755,-0.19035727564246452
1.3813431958713633,-0.1658601384217986
1.3331270992578699,-0.3142
1.3299193346862028,-0.3142
1.308849339610635,-0.3142
1.2878913078121694,-0.3142
1.2447485322794394,-0.25054478439492067
1.1745444227809763,-0.013705905138884145
1.1075802451030234,0.09498640043232287
1.0260221521748005,0.045423913359417645
0.9678647030701332,0.029451031010588213
0.8011227546062976,-0.03531249689786553
0.39587105759253977,-0.008221351586957137
-0.007350646525194048,0.03571124947717852
-0.5624246395003761,0.09827425648857369
-0.8163757123536467,-0.016111532032320408
-1.1978285374345823,0.03863823868912597
-1.1777203036742525,0.22111470442017045
-1.23109976487443,0.9405081758922302
-0.9768015795531259,1.3064148541150626
-0.6380854279043209,1.3265
-0.4724040777774678,1.3265
-0.38261209053330664,1.3265
-0.3269196882276056,1.3265
-0.2210555515357587,1.3265
-0.06543837700228686,1.317177516094596
-0.0292697877631462,1.3265
-0.0029155196787130954,1.3265
-0.03220978390699696,1.3265
-0.050746520219178214,1.3265
-0.041538337679347004,1.3265
-0.11685981564909563,1.3265
-0.35569905718990696,1.3265
-0.7984434510804624,1.3265
-0.9582804027539978,1.3265
-1.0715276817760822,1.3265
-1.1097101415008597,1.2555304336061424
-1.160530933902951,1.2866467965574764
-1.2521459942013764,1.3265
-1.2913004075412815,1.3265
-1.307049376138655,1.3265
-1.2887094884282155,1.2044913992840551
-1.2616963278011664,1.1097432494662713
-1.2203377826180077,1.2624721410780764
-1.2366762303419387,1.3265
-1.2585013450346547,1.3265
-1.2018025966810495,1.3265
-1.1699945251958128,1.3265
-1.1850782008690839,1.3265
-1.2013923076645157,1.3265
-1.1638423568168206,1.3219114303954982
-1.0569920804241002,1.3265
-1.1149779563543374,0.9426528779461261
-1.1099140795102926,0.7216664184629717
-1.156401120956378,0.7745324242015005
-1.1813680728109344,0.860422391836967
-1.1733978552448296,0.7060869136513228
-1.168313017045635,0.7990638908436756
-1.2517946263598647,1.1596059238965837
-1.2768324599724912,0.9636890614898347
