,HipsX,HipsY,HipsZ,HipsZrot,HipsXrot,HipsYrot,AbX,AbY,AbZ,AbZrot,AbXrot,AbYrot,ChestX,ChestY,ChestZ,ChestZrot,ChestXrot,ChestYrot,LeftCollarX,LeftCollarY,LeftCollarZ,LeftCollarZrot,LeftCollarXrot,LeftCollarYrot,LeftShoulderX,LeftShoulderY,LeftShoulderZ,LeftShoulderZrot,LeftShoulderXrot,LeftShoulderYrot,LeftElbowX,LeftElbowY,LeftElbowZ,LeftElbowZrot,LeftElbowXrot,LeftElbowYrot,LeftWristX,LeftWristY,LeftWristZ,LeftWristZrot,LeftWristXrot,LeftWristYrot,NeckX,NeckY,NeckZ,NeckZrot,NeckXrot,NeckYrot,HeadX,HeadY,HeadZ,HeadZrot,HeadXrot,HeadYrot,RightCollarX,RightCollarY,RightCollarZ,RightCollarZrot,RightCollarXrot,RightCollarYrot,RightShoulderX,RightShoulderY,RightShoulderZ,RightShoulderZrot,RightShoulderXrot,RightShoulderYrot,RightElbowX,RightElbowY,RightElbowZ,RightElbowZrot,RightElbowXrot,RightElbowYrot,RightWristX,RightWristY,RightWristZ,RightWristZrot,RightWristXrot,RightWristYrot,LeftHipX,LeftHipY,LeftHipZ,LeftHipZrot,LeftHipXrot,LeftHipYrot,LeftKneeX,LeftKneeY,LeftKneeZ,LeftKneeZrot,LeftKneeXrot,LeftKneeYrot,LeftAnkleX,LeftAnkleY,LeftAnkleZ,LeftAnkleZrot,LeftAnkleXrot,LeftAnkleYrot,RightHipX,RightHipY,RightHipZ,RightHipZrot,RightHipXrot,RightHipYrot,RightKneeX,RightKneeY,RightKneeZ,RightKneeZrot,RightKneeXrot,RightKneeYrot,RightAnkleX,RightAnkleY,RightAnkleZ,RightAnkleZrot,RightAnkleXrot,RightAnkleYrot
13,27.596,146.48643,-266.33966,-0.021317,8.260726,2.478656,2e-06,8.176452,1.1e-05,-1.515535,-9.916859,3.413506,7e-06,21.84134,1e-05,-0.756139,11.67844,3.619114,0.0,21.841305,1.3e-05,-9.163834,-0.210001,2.602853,19.000004,2.7e-05,9e-06,-71.28013,47.69824,1.233048,25.320932,3e-06,1.7e-05,6.10636,-0.660638,-11.630251,24.349741,8e-06,-5e-06,-0.905238,14.490219,1.258606,0.0,21.841305,1.3e-05,1.106791,7.650923,-2.53556,6e-06,10.877769,-2.1e-05,-3.588314,-17.583008,-3.014892,0.0,21.841305,1.3e-05,10.519504,-0.365602,-3.620533,-18.99999,2.5e-05,-3e-06,57.616047,28.537045,18.382437,-25.32093,1e-05,-1.1e-05,-5.625243,-1.472184,32.178936,-24.349768,1e-06,-4e-06,-4.693875,38.036777,8.002435,11.866665,1.4e-05,9e-06,-2.617199,-29.153255,-11.193094,0.0,-45.759514,2.1e-05,1.377673,7.260548,-8.965714,-5e-06,-46.552597,-2.9e-05,-1.446596,-8.177708,12.261371,-11.866665,2e-05,6e-06,3.2901,4.803731,4.969043,-1e-06,-45.759533,-1e-05,-0.859434,11.671225,5.730346,1.3e-05,-46.552635,1.1e-05,-8.707314,-13.928386,-13.026977
14,28.003681,146.24945,-263.26587,0.028155,7.959252,2.392104,5e-06,8.17644,-6e-06,-1.82628,-10.101186,3.266437,5e-06,21.841307,-2e-06,-0.938998,11.896228,3.521967,2e-06,21.841286,4.5e-05,-9.354488,-0.198891,2.617771,18.999992,4.2e-05,3e-06,-70.12039,47.810307,0.166032,25.320923,1.3e-05,1.8e-05,6.191289,-0.642949,-11.370628,24.34973,1.8e-05,3e-06,-1.300113,14.455522,1.163842,2e-06,21.841286,4.5e-05,0.877593,7.975521,-2.51446,2e-06,10.877769,-1.5e-05,-3.080577,-18.155445,-2.945371,3e-06,21.841286,4.5e-05,10.772406,-0.336622,-3.31921,-18.999983,2.1e-05,3.2e-05,59.296402,28.114546,15.402903,-25.320923,2.1e-05,1.8e-05,-4.928828,-1.219033,31.046625,-24.349766,2e-06,-1.7e-05,-5.976419,38.768154,8.61626,11.866665,-5e-06,1.1e-05,-2.855629,-28.985168,-10.798152,8e-06,-45.759502,-1.8e-05,1.042039,9.987141,-10.493196,-2e-06,-46.552628,-1.9e-05,-0.869459,-6.218232,12.978154,-11.866662,7e-06,0.0,3.144231,5.524521,3.472316,1e-05,-45.759552,-7e-06,-1.166986,14.092913,6.637718,-4e-06,-46.55263,9e-06,-7.434165,-14.375501,-12.084691
15,28.47173,146.18285,-260.1715,0.171913,7.617283,2.415648,2e-06,8.176446,2e-06,-2.123167,-10.200823,3.062455,1e-05,21.84129,7e-06,-1.256686,12.048602,3.378799,1.5e-05,21.841267,4.3e-05,-9.521341,-0.206429,2.557946,18.999992,5.7e-05,-1.5e-05,-68.79711,47.645355,-1.038812,25.320896,-5e-06,-4.8e-05,6.228016,-0.62172,-11.067049,24.34971,2.9e-05,2.3e-05,-1.013633,13.938107,0.997168,1.5e-05,21.841267,4.3e-05,0.656297,8.22862,-2.494632,8e-06,10.877792,2.1e-05,-2.500178,-18.567041,-2.856369,1.5e-05,21.841267,4.3e-05,11.004075,-0.305099,-2.993255,-18.99998,6e-06,-2.2e-05,61.380573,27.23609,11.869775,-25.320938,-2.7e-05,-7e-06,-4.277271,-0.993301,29.617601,-24.349743,-2.1e-05,-4e-06,-6.995787,39.62757,9.025039,11.866671,2.8e-05,-1.8e-05,-3.289112,-28.736004,-10.484061,1.1e-05,-45.75951,1.3e-05,0.569191,13.744862,-11.406476,2e-06,-46.55261,-2e-06,-0.748208,-4.409882,13.377232,-11.866663,2.7e-05,9e-06,2.622979,5.564757,1.374507,7e-06,-45.759552,-3.6e-05,-1.311232,17.58686,7.378611,7e-06,-46.552605,6.9e-05,-5.350672,-14.1042,-9.983588
16,29.16119,146.35477,-256.12354,0.446607,7.137099,2.479771,6e-06,8.176458,-2.3e-05,-2.420058,-10.142877,2.732923,6e-06,21.84131,1.1e-05,-1.80961,12.125679,3.131013,1.1e-05,21.841297,9e-06,-9.638874,-0.211475,2.354399,18.99998,3.3e-05,9e-06,-66.977486,47.15069,-2.832762,25.320919,1.1e-05,8e-06,6.229989,-0.601946,-10.559602,24.349714,1.5e-05,1.5e-05,0.16745,12.566965,0.703069,1.1e-05,21.841297,9e-06,0.315128,8.360187,-2.402962,8e-06,10.877823,-4.6e-05,-1.678956,-18.821177,-2.656464,1.1e-05,21.841297,9e-06,11.22258,-0.281412,-2.571078,-18.999985,-8e-06,-2e-06,64.37185,25.556406,6.776519,-25.320948,-4e-06,-1.5e-05,-3.767045,-0.821539,27.439837,-24.34972,-2.9e-05,-2.5e-05,-7.213922,40.960125,8.711138,11.866671,5.7e-05,-2.2e-05,-4.028474,-27.993319,-10.200536,6e-06,-45.7595,4e-06,-0.012974,18.813053,-11.839404,1.4e-05,-46.552597,1.1e-05,-0.929471,-2.942476,13.854736,-11.866665,1.4e-05,2e-06,1.247954,4.256758,-2.226621,4e-06,-45.759525,2.7e-05,-1.436888,24.17332,8.397026,1.2e-05,-46.552624,-5.2e-05,-1.437511,-11.87865,-5.765964
17,29.6903,146.63591,-253.21727,0.65949,6.779823,2.414485,4e-06,8.176448,-4.1e-05,-2.564116,-9.937378,2.475116,5e-06,21.841312,-5e-06,-2.157517,12.081967,2.917665,8e-06,21.841309,-4.7e-05,-9.703538,-0.186094,2.283609,19.000006,5.2e-05,2.2e-05,-65.58365,46.759117,-4.394524,25.320923,1.1e-05,-0.0,6.277707,-0.61069,-10.16149,24.349735,8e-06,-2e-06,1.295561,11.143822,0.487136,7e-06,21.841309,-4.7e-05,-0.246822,8.290187,-2.149646,-2e-06,10.877819,-2.7e-05,-0.917978,-18.823267,-2.314098,6e-06,21.841309,-4.7e-05,11.274203,-0.243942,-2.153048,-18.999983,5.3e-05,3.1e-05,66.40399,24.17148,3.017423,-25.320955,-4.1e-05,-6.8e-05,-3.783886,-0.852133,25.834167,-24.349728,-6e-06,-5e-06,-5.98334,42.17913,7.443579,11.866671,3.5e-05,-2.9e-05,-4.554743,-26.978527,-10.005983,2e-06,-45.75951,7e-06,-0.291153,21.731205,-11.912407,-4e-06,-46.5526,-1.6e-05,-0.956441,-2.716139,14.348356,-11.866664,1.8e-05,-3.2e-05,-0.237057,2.193666,-5.108716,6e-06,-45.75953,8e-06,-1.75884,30.424776,9.366612,3e-06,-46.552612,3e-05,1.774955,-8.63751,-2.578032

18,30.18916,146.99521,-250.46216,0.819333,6.437615,2.180265,8e-06,8.176446,-1.3e-05,-2.647386,-9.611955,2.213025,6e-06,21.841322,-2.5e-05,-2.371651,11.99352,2.676455,4e-06,21.841328,1.8e-05,-9.712308,-0.186431,2.163237,19.000004,6.4e-05,-6e-06,-64.118996,46.556248,-6.144614,25.320915,3e-06,-4e-05,6.48947,-0.603132,-9.863277,24.34971,2.1e-05,1.2e-05,2.303689,9.45175,0.321761,4e-06,21.841328,1.9e-05,-0.759156,8.053027,-1.805637,1e-05,10.877785,-4.6e-05,-0.310869,-18.70976,-1.901293,4e-06,21.841328,1.8e-05,11.311137,-0.210942,-1.836135,-18.999985,2.3e-05,-2e-06,68.0436,22.847155,-0.483578,-25.320948,2e-06,-1.7e-05,-4.196044,-0.973473,24.547377,-24.349756,-3e-06,-6e-06,-3.34769,43.52686,5.124923,11.866673,4.4e-05,-2.4e-05,-4.937276,-25.541006,-9.796571,6e-06,-45.759518,-1.1e-05,-0.415238,23.498398,-11.981378,-4e-06,-46.55262,-4.6e-05,-0.689462,-3.098091,14.97985,-11.866657,3.1e-05,-3.1e-05,-1.918762,-0.69278,-7.663896,2e-06,-45.75952,-0.0,-2.439319,37.30266,10.3766,7e-06,-46.552624,1.6e-05,4.507895,-4.656954,-0.281111

19,30.749733,147.52077,-247.03572,0.854836,6.009324,1.629803,6e-06,8.176466,-3.8e-05,-2.660973,-9.052753,1.830029,3e-06,21.841318,-4.4e-05,-2.364877,11.869304,2.275732,6e-06,21.84127,2.1e-05,-9.670768,-0.165155,1.924233,19.000002,2.1e-05,-1.5e-05,-61.815304,46.690216,-8.917434,25.320938,-8e-06,-3.5e-05,6.681603,-0.595637,-9.41181,24.349716,1.3e-05,-1.3e-05,3.502432,7.156491,0.06697,5e-06,21.84127,2.1e-05,-1.231587,7.592647,-1.216394,1.1e-05,10.877804,-2.9e-05,0.165591,-18.511808,-1.254654,5e-06,21.84127,2.1e-05,11.400969,-0.193872,-1.628076,-18.999977,3.6e-05,-3.5e-05,69.43719,21.272102,-4.633773,-25.320948,3e-06,-1.9e-05,-5.088076,-1.207682,23.52093,-24.349764,1e-06,-9e-06,1.695819,45.200596,0.93101,11.866679,2.7e-05,-2.1e-05,-5.121056,-23.05777,-9.560652,0.0,-45.75951,-1.2e-05,-0.405082,24.103712,-12.18453,9e-06,-46.55262,-1.2e-05,0.181207,-4.176271,16.034988,-11.866662,1.9e-05,-9e-06,-4.025259,-5.437362,-10.045251,4e-06,-45.75954,-1.2e-05,-3.754199,46.246265,11.266791,3e-06,-46.55263,-4.4e-05,6.70704,0.076026,0.99445
20,31.064846,147.90741,-244.63028,0.701685,5.712193,1.133705,5e-06,8.176475,2e-05,-2.571973,-8.579582,1.468984,5e-06,21.84129,-1.8e-05,-2.134666,11.771839,1.872187,3e-06,21.84132,1.6e-05,-9.664196,-0.164938,1.835872,19.000002,4.2e-05,2.3e-05,-59.79597,47.096455,-11.250619,25.32093,3e-06,-1.5e-05,6.878794,-0.583008,-9.125854,24.349741,3e-06,-1.7e-05,4.174687,5.482692,-0.043646,2e-06,21.84132,1.7e-05,-1.668437,7.252379,-0.598866,2e-06,10.877808,2.5e-05,0.597221,-18.369354,-0.588384,2e-06,21.84132,1.6e-05,11.472119,-0.195798,-1.48168,-18.999992,1e-05,2.4e-05,69.843315,20.244543,-7.349159,-25.320957,-5e-06,1.6e-05,-5.792274,-1.344805,23.19425,-24.349766,-2e-06,2e-06,5.532043,45.90903,-2.120534,11.866673,2.7e-05,1.5e-05,-5.005748,-20.895264,-9.496573,4e-06,-45.759514,-2e-06,-0.322166,23.533566,-12.382436,-1.2e-05,-46.55263,-2.1e-05,1.12859,-5.146885,16.94247,-11.866663,3.5e-05,5e-06,-5.208849,-9.305018,-10.971096,6e-06,-45.75951,-1e-05,-4.654211,51.88284,11.327165,9e-06,-46.55262,3.3e-05,7.190465,2.23404,0.846706
21,31.284393,148.26306,-242.33214,0.397728,5.454453,0.658848,9e-06,8.176437,-1.2e-05,-2.38225,-8.120938,1.013217,2e-06,21.841303,-1.4e-05,-1.815141,11.696569,1.353152,8e-06,21.841309,-3e-06,-9.596744,-0.143116,1.618847,18.999989,4e-05,9e-06,-57.56619,47.64667,-13.676539,25.320904,-2e-06,-1e-05,7.01176,-0.569321,-8.832258,24.349745,4e-06,-3.4e-05,4.770465,4.029167,-0.073394,8e-06,21.841309,-3e-06,-1.870205,6.938443,0.040925,-2e-06,10.877804,2.9e-05,0.933063,-18.174328,0.085691,8e-06,21.841309,-3e-06,11.605579,-0.199354,-1.569675,-18.999989,2.9e-05,7e-06,69.737816,19.3205,-9.645562,-25.320934,-7e-06,1.7e-05,-6.368679,-1.438548,23.009624,-24.349754,1e-05,2.4e-05,8.379294,45.94669,-4.163796,11.86668,1.8e-05,-1e-05,-4.707844,-18.60673,-9.568084,9e-06,-45.759514,-9e-06,-0.214889,22.397333,-12.530568,2e-06,-46.55263,-2e-05,2.178363,-6.068912,17.855019,-11.866661,9e-06,-2e-06,-5.919733,-13.146752,-11.245622,3e-06,-45.75954,-1.9e-05,-5.011156,55.97222,10.699985,5e-06,-46.552643,-2.2e-05,6.768593,2.997794,0.127944
22,31.445786,148.6615,-239.37036,-0.156522,5.21407,0.124082,6e-06,8.176437,-1.8e-05,-1.991316,-7.621659,0.263704,4e-06,21.841316,2e-06,-1.38966,11.610242,0.520888,9e-06,21.841293,-6.2e-05,-9.383201,-0.110017,1.125972,19.0,4.6e-05,-2.9e-05,-54.493416,48.369503,-16.788836,25.320892,-1e-05,-2.7e-05,7.232353,-0.574737,-8.552452,24.349735,3.9e-05,1.4e-05,5.440877,2.595409,0.122858,9e-06,21.841293,-6.2e-05,-1.805816,6.630603,0.827722,1e-05,10.877792,-8e-06,1.389537,-17.778488,0.976552,1e-05,21.841293,-6.2e-05,11.915271,-0.229123,-2.119462,-18.999985,4.2e-05,0.0,68.90936,18.282593,-12.066663,-25.32093,-3e-06,-2e-06,-6.944062,-1.534186,22.770355,-24.349735,-3e-06,-2.9e-05,10.001853,44.75944,-4.754836,11.866677,3.1e-05,-1e-06,-4.117634,-15.547688,-9.801417,2e-06,-45.759518,-1.2e-05,-0.084748,20.449492,-12.591615,-1.6e-05,-46.5526,-1.1e-05,3.504119,-7.043108,18.945778,-11.866662,5e-06,-2.5e-05,-6.15058,-17.887005,-10.779567,1e-06,-45.759537,-1.5e-05,-4.09606,58.35781,8.682933,2e-06,-46.552635,-1e-05,4.986448,2.278525,-1.171902
23,31.490902,148.88501,-237.18118,-0.585924,5.132647,-0.204304,9e-06,8.17646,-1.8e-05,-1.647634,-7.362681,-0.346873,8e-06,21.841314,1.5e-05,-1.08213,11.495729,-0.149682,1e-05,21.841312,-3e-06,-9.279673,-0.10803,1.079889,19.000004,1.7e-05,1.2e-05,-52.31259,48.66913,-18.86929,25.32094,-0.0,-1.7e-05,7.479403,-0.583475,-8.490548,24.349695,3e-06,-4.1e-05,5.829573,1.949648,0.458476,1e-05,21.841312,-3e-06,-2.194442,6.550653,1.596809,7e-06,10.877823,-2.5e-05,2.330578,-17.421936,1.848369,1e-05,21.841312,-3e-06,12.140925,-0.257798,-2.385886,-18.999998,3.4e-05,-1.4e-05,67.88973,17.662651,-13.552384,-25.32094,6e-06,-6e-06,-7.314429,-1.561549,22.436405,-24.34974,0.0,-5e-06,9.814344,42.867153,-3.841733,11.866674,2.6e-05,-2.1e-05,-3.61853,-13.354794,-9.979761,-6e-06,-45.759514,-1e-06,-0.032698,18.937325,-12.576282,-1e-06,-46.552616,-3.2e-05,4.32715,-7.53883,19.635807,-11.86666,2.7e-05,-1.1e-05,-5.901682,-20.982126,-9.934806,6e-06,-45.75952,4e-06,-2.524482,57.615788,6.599119,3e-06,-46.55262,-3.1e-05,3.043537,0.885292,-2.14553
24,31.492039,149.02785,-234.98836,-0.946917,5.127864,-0.476283,7e-06,8.17645,-1e-05,-1.322349,-7.199805,-0.950218,8e-06,21.841318,-5e-06,-0.875307,11.349779,-0.795861,2e-06,21.841343,-1.9e-05,-9.12502,-0.105347,0.902113,18.999996,3.8e-05,-2.1e-05,-50.384052,48.703194,-20.56508,25.320942,-1.1e-05,-1.2e-05,7.702072,-0.616822,-8.544128,24.349712,2.1e-05,-2.3e-05,6.182011,1.658949,0.867425,2e-06,21.841343,-1.9e-05,-2.317896,6.591884,2.215024,9e-06,10.877804,3.1e-05,3.216296,-17.04727,2.581602,2e-06,21.841343,-1.9e-05,12.45852,-0.300533,-2.925558,-18.999992,1.5e-05,1.9e-05,66.70196,17.087385,-14.736359,-25.320936,1e-06,1.8e-05,-7.732589,-1.615348,22.02368,-24.349726,0.0,-3.7e-05,9.163938,40.301678,-2.496232,11.866674,2.8e-05,-1.8e-05,-3.151435,-11.296869,-10.11469,2e-06,-45.759514,-1.5e-05,-0.04817,17.55323,-12.538804,-3e-06,-46.552597,-3e-06,4.977184,-7.8713,20.214355,-11.866658,-3e-06,-3.9e-05,-5.423676,-23.57015,-8.786764,1e-06,-45.759525,-5e-06,-0.805648,54.76115,4.553136,3e-06,-46.552635,-1.3e-05,1.068265,-0.928155,-3.009202
25,31.45469,149.07333,-232.02399,-1.235016,5.198955,-0.737882,7e-06,8.176478,1e-05,-0.962932,-7.061047,-1.679847,9e-06,21.841288,-1e-06,-0.772776,11.063178,-1.559501,5e-06,21.841293,2.3e-05,-8.930271,-0.068584,0.567662,18.999992,4.8e-05,-3.7e-05,-48.267406,48.366158,-22.216534,25.320919,-9e-06,-4.1e-05,8.007654,-0.628887,-8.852564,24.349728,3.7e-05,-1.2e-05,6.65726,1.385089,1.407747,5e-06,21.841293,2.3e-05,-2.212416,6.882604,2.801969,7e-06,10.877796,-4.4e-05,4.259277,-16.719425,3.311113,5e-06,21.841293,2.3e-05,12.972162,-0.383372,-3.850462,-18.999989,2.6e-05,-4.8e-05,65.08549,16.248804,-16.046227,-25.320917,-9e-06,-9e-06,-8.448158,-1.747162,21.48264,-24.349731,8e-06,-1e-06,8.560811,36.58641,-1.068632,11.866676,4.6e-05,8e-06,-2.692295,-8.785806,-10.267534,4e-06,-45.75951,-4e-06,-0.190931,16.084995,-12.427362,-1e-06,-46.5526,-1.8e-05,5.646397,-8.222428,20.824759,-11.866663,2.6e-05,1.2e-05,-4.637223,-26.096584,-7.014145,2e-06,-45.759544,-1.7e-05,0.830121,48.147373,2.406965,3e-06,-46.552616,-1.5e-05,-0.741625,-3.680976,-3.931898
26,31.413206,148.99316,-229.75072,-1.273813,5.272521,-0.823156,7e-06,8.176467,-2.3e-05,-0.781988,-6.95367,-2.1316,3e-06,21.841318,-7e-06,-0.739163,10.740916,-2.023802,5e-06,21.841305,1.1e-05,-8.972056,-0.049265,0.712845,19.00001,5.7e-05,-3.1e-05,-46.991917,47.93245,-23.090328,25.320942,1.3e-05,-1.5e-05,8.357458,-0.684891,-9.336779,24.349718,1.6e-05,-1.2e-05,7.048159,0.987465,1.778285,5e-06,21.841305,1e-05,-2.545566,7.272694,3.278094,1e-06,10.877777,-4.4e-05,5.322319,-16.706205,3.911587,5e-06,21.841305,1.1e-05,13.27572,-0.448941,-4.149944,-18.999994,5e-06,-7e-06,63.962406,15.545454,-17.040226,-25.320946,-7e-06,-1.8e-05,-9.06926,-1.836052,21.11107,-24.34974,1e-05,-3.1e-05,8.501637,34.27555,-0.614549,11.866678,3.6e-05,-4.7e-05,-2.534573,-7.076868,-10.390623,1e-06,-45.7595,-2.7e-05,-0.362172,15.359986,-12.351014,1e-05,-46.5526,-6e-06,6.100607,-8.56111,21.223906,-11.86666,2.1e-05,-3e-05,-4.073705,-27.223297,-5.674346,4e-06,-45.75952,1.8e-05,1.359258,41.575256,1.258073,3e-06,-46.552612,-3e-05,-1.163271,-5.79758,-4.479624
